,Title,Summary,Name
964,The Old Man & the Tree,"Luke helps Phil try to reach Canada on his elliptical machine, Jay and Manny try to get a Christmas tree in the wild, Gloria is jealous of Claire and her mom, and a mix-up lands Cam and Lily with the homeless at Christmas.",Modern Family
965,And One to Grow On,"Phil tricks Luke into taking a dance class, but the joke is on him when the white lie indirectly lands him in the slammer. Meanwhile, Jay and Gloria throw a birthday party for Manny and Joe but are worried that Manny might be hitting on girls who are way out of his league. And Mitch and Cam are having more problems with planning their wedding when they get a rude awakening in the cutthroat world of booking a wedding venue.",Modern Family
966,Under Pressure,"The parents go to open house at school, Alex goes see a therapist, Manny and Luke have a double date with twins, and Mitchell doesn't feel like he's ""green"" enough after speaking to his neighbor.",Modern Family
967,Three Dinners,"Phil and Claire take Hayley to dinner to discuss her future, Shorty tells Jay that he and his wife are moving to Costa Rica, and Mitchell and Cam unknowingly interrupt a couple's surprise engagement dinner.",Modern Family
968,iSpy,"Gloria is suspicious of Jay after he says ""baby"" in a dream, Phil and Claire spy on Haley, Luke and Manny, and Mitchell is reluctant to share some juicy gossip with Cameron.",Modern Family
969,The Feud,"The feud between Phil and Gil Thorpe reaches a new level, a lice outbreak hits the family, Haley and Alex are trapped in the basement by a possum, and Manny and Gloria are embarrassed during a school field trip.",Modern Family
970,Spring-A-Ding-Fling,"A returning teacher steals Cam's thunder at the school dance he organized, Mitchell discovers that his new boss is evil, Hayley goes with Phil to an awards show, and Jay and Gloria try to get Lily to confess.",Modern Family
971,Other People's Children,"Gloria and Claire take Lily dress shopping, Jay teaches woodworking to Luke, Cameron tries to get out of a museum trip, and Phil helps Andy make a video for his girlfriend--which Hayley thinks is lame.",Modern Family
972,Vegas,"On a trip to Las Vegas, Jay wheels and deals to get a better room, Claire tries to win back the money she lost last year, Phil tries to get into a magician's club, and Cameron chooses a bachelor party over a spa day with Mitchell.",Modern Family
973,A Hard Jay's Night,Jay's plans to host a family evening are derailed when Phil gets in trouble trying to sell Gloria's old apartment and Mitchell doesn't approve of the wedding topper Cameron's father made.,Modern Family
974,Australia,The family joins Phil in Australia as he fulfills his late mother's wishes to discover where his parents had their honeymoon.,Modern Family
975,Sleeper,"Phil has to tell an elaborate lie to Claire when he messes up a household task. Gloria is put in charge of the family portrait, and Jay enters Stella in a dog show.",Modern Family
976,Message Received,"Mitchell and Cameron have to sell a few prized possessions to afford their wedding. Phil and Claire are the victims of a practical joke pulled off by their kids. Jay, Gloria and Manny are each forced to confront a fear.",Modern Family
977,"The Wedding, Part 1","Preparations for Mitchell and Cameron's wedding become a logistical nightmare, especially when a wildfire pushes the wedding time four hours ahead of schedule.",Modern Family
978,"The Wedding, Part 2",A series of mishaps and unruly guests threaten to undermine Mitchell and Camerson's wedding.,Modern Family
979,The Long Honeymoon,Cameron isn't ready to conclude his honeymoon with Mitchell after their wedding. Gloria takes Jay to task over his appearance. The Dunphys must ready themselves for the return to school.,Modern Family
980,Don't Push,"Phil, Luke, and Haley cause nothing but aggravation for Alex when they tag along on her tour of Caltech. Jay and Gloria have trouble finding the perfect gifts for their anniversary.",Modern Family
981,The Cold,"The Dunphys are down with a cold, thanks to Phil. Jay and Gloria try to help Manny deal with playing football, and Cameron doesn't know how much playtime to give him. Mitchell debates with Lily's new friend, Sydney.",Modern Family
982,Marco Polo,"Things become tense when the Dunphys temporarily move into a hotel, Gloria is suspicious of Manny's new girlfriend, and Mitchell discovers that he has jinxed Cameron's football team.",Modern Family
983,Won't You Be Our Neighbor,"The Dunphys try to persuade the perfect couple to move in next door, Manny dates the daughter of Jay's biggest nemesis, and Mitchell and Cameron try to get Lily a new teacher.",Modern Family
984,Halloween 3: AwesomeLand,Phil takes over Halloween decorating duties from Claire. Jay is upset when he wants to dress up as Prince Charming but Gloria buys him a Shrek costume. Mitchell has a problem in court with the stenographer working in a scary costume.,Modern Family
985,"Queer Eyes, Full Hearts","Haley and Andy start spending a lot of time together. Gloria wants Manny to learn Spanish at school instead of French, and a reporter takes more than a passing interest in Cameron and Mitchell's lives.",Modern Family
986,Three Turkeys,Phil and Luke take over Thanksgiving duties but Claire readies an emergency plan. Jay and Gloria get their holiday plans interrupted and regret not telling anyone. Cameron has to think of a way to get Lily to wear a dress for dinner.,Modern Family
987,Strangers in the Night,"Jay and Gloria try to get out of parties they must attend. Mitchell's kind gesture to a co-worker backfires on him, and Phil and Claire think Alex is lying when she tells them she found a boyfriend.",Modern Family
988,Haley's 21st Birthday,"Haley celebrates her 21st birthday, but will anything go wrong?",Modern Family
989,The Day We Almost Died,"While driving out to get breakfast, the Dunphys including Manny have a near death experience causing everyone to reevaluate their lives. Claire resolves to be more fun and less uptight, Haley and Alex agree not to fight anymore, Manny refuses to ever ride in a car again, Luke wants to check off his bucket list, Phil decides to be a take action type of guy and the rest of the family has to bear the brunt of all the new attitudes.",Modern Family
990,The Big Guns,"The Dunphys want their neighbors to move their boat out the driveway, Jay is determined to potty train his son while Manny learns the hard way he wasn't a special child, and Mitchell disapproves when Cam trains Lily to be Fizbo's sidekick.",Modern Family
991,Rash Decisions,"When Phil thinks Luke is giving him the cold shoulder. Andy becomes Phil's new right-hand man. Meanwhile, Jay may have to give Stella away because Joe is allergic to her, and Mitchell savors being the popular guy in the office.",Modern Family
992,Valentine's Day 4: Twisted Sister,Claire has difficulty in accepting that Phil is more interested by her alter-ego Juliana. Gloria's sister tries to seduce Jay. Mitch and Cam have to get back a present for their friend Anders.,Modern Family
993,Fight or Flight,"A single first-class upgrade comes between Phil and Claire, Sal abandons her baby during Mitchell and Cam's baby shower, Jay helps Manny confront a bully, and Alex and Haley help Luke break up with a girl via text message.",Modern Family
994,Connection Lost,Claire is stuck at an airport and trying to digitally track down Haley after an argument.,Modern Family
995,Closet? You'll Love It!,"Jay and Claire scramble to shoot a commercial in response, but there might be some creative differences between father and daughter. A peeping-Tom in the neighborhood keeps using a drone to spy on Gloria.",Modern Family
996,Spring Break,"Hayley gets Alex drunk at a concert, Phil becomes jealous of Luke's increasing abilities, Cam gets in trouble over a song at a talent show, and Mitchell and Jay try to go behind their spouses' backs.",Modern Family
997,"Grill, Interrupted","Jay isn't impressed with Phil's birthday gift, Alex isn't excited about her acceptance to Cal Tech, Mitch and Cam get an inheritance, Andy sees Hayley for the first time since the hospital, and the boys sneak alcohol behind Gloria's back.",Modern Family
998,Knock 'Em Down,"Jay agrees to sub on Cam's bowling team, not knowing it's an all-gay league. Phil and Claire finally bond with their neighbors over an offensive statue. Gloria and Mitchell agree to a night out with Haley to prove they're not too old.",Modern Family
999,Integrity,"Jay talks Phil into standing up to Claire, but freaks out when Phil turns the tables on him. Claire lobbies for Luke to win a school award. Mitch and Cam finally address a sensitive topic while babysitting for Joe.",Modern Family
1000,Patriot Games,"Alex is not satisfied when she is named co-valedictorian, and neither is her competitor. Gloria prepares to take her citizenship exam until she finds out the real reason Jay wants her to take it. Mitch and Cam consider joining a protest.",Modern Family
1001,Crying Out Loud,"Claire thinks about leaving her job with her father. Phil, Haley and Luke take Alex on her ""senior ditch day"". Mitch and Cam are worried that Lily doesn't show empathy. Gloria tries to drive a wedge between Manny and his girlfriend.",Modern Family
1002,American Skyper,"As Alex finally graduates from high school, Phil uses Skype because he stuck in Seattle. Mitchell loses his job and Claire has to find the perfect gift for Alex while Andy is caught between Haley and Beth.",Modern Family
1003,Summer Lovin',Haley loses out on Andy and gets back with Dylan. Alex and Sanjay plan their breakup for when they leave for school. Mitchell takes up art instead of finding a new job. Jay and Gloria try to get Joe in a good preschool.,Modern Family
1004,The Day Alex Left for College,"Haley drops Alex off at school, where they meet her intense new roommate. Phil asks Luke to help him show a house, but he'd rather be with his friends. And everybody else is looking for an excuse to get out of Lily's soccer game.",Modern Family
1005,The Closet Case,Mitchell takes a job with his dad's rival. Luke and Manny visit Alex at college to meet a girl. Gloria is upset when a cheerleader doesn't decorate Manny's locker. Phil and Claire play chicken when Dylan moves into the house.,Modern Family
1006,She Crazy,"Phil builds a habitat for the duck eggs and convinces Lily to help him hatch them; Claire is anxious about telling Jay her ideas for closets; Gloria and Manny assist each other with their ""crushes""; Cam bonds with frat guys.",Modern Family
1007,The Verdict,"Claire is excited to give Haley and Alex a great experience for ""Bring Your Daughter to Work Day"" but the staff is not making it easy, and Phil takes Luke and Manny's class out for community service day, which becomes a teachable moment in more ways than one. Elsewhere, Gloria is thrilled to be on jury duty leaving Jay to help out at Joe's pre-school and he is not happy about it at all. Cam and Mitch disagree over which of their friends to invite to their party, so could Gloria help mediate?",Modern Family
1008,The More You Ignore Me,"Luke is arrested, and Phil is surprised by Claire's reaction. Mitchell has a new job offer to ponder. Cameron helps Gloria uncover the secret recipe for her family's sauce. Jay is set to receive an award from the Chamber of Commerce.",Modern Family
1009,"Phil's Sexy, Sexy House","Haley sneaks into the fancy house Phil is selling for some alone time, but discovers that other people had the same idea. Meanwhile, Jay secretly plans a trip for the family, and Manny tries to use his brother Joe to impress a girl.",Modern Family
1010,Clean Out Your Junk Drawer,"Gloria pays for all three couples to have a Sunday afternoon group therapy session, but nobody else is taking it seriously. Meanwhile, Haley and Alex discuss whether they should dump their boyfriends.",Modern Family
1011,White Christmas,"Gloria makes plans for the family to have a ""White Christmas,"" but the weather does not cooperate. Jay makes a decision about the future of his business. Alex makes a new friend. Haley and Andy continue to fool around in secret.",Modern Family
1012,Playdates,"The Dunphy kids make a last-minute birthday surprise for Mitchell, and run into Ray Liotta. Jay is uncomfortable with the father of Joe's new play date. Claire asks Phil to not pick up the bill at lunch. Cam helps Lily with a new crush.",Modern Family
1013,Spread Your Wings,"While Phil visits a lonely Alex at CalTech, Claire tries to get rid of the ducks. Gloria and Cam have to steal some peppers to fill their sauce recipe. Jay helps Mitchell with Lily's sleepover.",Modern Family
1014,Clean for a Day,"Claire's efforts at cleaning house brings resistance from her family and a bittersweet memory for Alex. While Jay sneaks off for flying lessons with Cameron, Mitchell tries to help Gloria learn how to play golf.",Modern Family
1015,Thunk in the Trunk,"Claire's new position means Phil feels like a housewife. Gloria's provocative sauce ad gets Jay jealous. Mitch and Cam rent the apartment above their own, but end up spying on their guests",Modern Family
1016,The Storm,"During an electrical storm, Phil tries too hard to prove that he's useful, Jay desperately tries to make an appointment at a bar, Manny has an embarrassing moment with Claire, and Mitch and Cam try to save Lily's failing birthday party.",Modern Family
1017,I Don't Know How She Does It,"Claire doesn't tell Phil that she's using an assistant to do all her family chores. Jay, Gloria and Manny each try to keep an embarrassing secret from each other. Mitch and Cam try to find out why they've been blacklisted at gay weddings.",Modern Family
1018,The Cover-Up,"Phil hides a secret about his new client from Claire, but Claire has her own secret about her yoga instructor. Jay needs help to find the identity of an online troll. Cam has an accident while forcing Lily to learn how to ride a bike.",Modern Family
1019,Express Yourself,"Phil talks Claire into a last-minute trip to Paris, and Andy has a wild night out in Las Vegas with Haley. Jay's bathroom remodeling project frustrates Gloria, and Mitchell can't sleep when Cameron's sister comes to visit.",Modern Family
1020,The Party,"Manny and Luke are in charge of babysitting Lily so that the adults can enjoy a day to themselves. Claire and Gloria have a lovely trip to the spa planned; Phil and Mitch nerd out in the movies; Jay and Cam go to a sports bar to watch the big fight. Things started going awry though when the fire alarm goes off back at the house, Claire is convinced the boys are secretly throwing a party.",Modern Family
1021,Man Shouldn't Lie,Claire takes in a stray dog and tries to hide it from Phil. Gloria persuades a reluctant Jay to make a new friend. Mitchell tries to persuade the drummer in a Christian rock band he suspects of being gay to come out of the closet.,Modern Family
1022,Promposal,"Mitchell helps Luke out with his ""promprosal,"" sparking Cam's jealousy. Claire discovers that there is a mole for Jay in the company. Phil and Gloria confront a competitor who stole Gloria's sauce recipe.",Modern Family
1023,Crazy Train,"The family travels by train to Dede's wedding. Phil and Cam help a mystery writer with his book, Jay's comment puts the wedding in jeopardy, Claire helps Mitch write the toast, and Luke and Alex meet possible romantic interests.",Modern Family
1024,Double Click,"Jay struggles as he returns to the job, and Claire is in a no-win situation having to fire an employee. Mitchell and Cam fight over who keeps Lily for the summer. Meanwhile, Phil and the kids struggle with relationships and change.",Modern Family
1025,A Tale of Three Cities,"The three families will be in three different locations: the Dunphys will be in New York, Jay and Gloria will attend a wedding in Mexico, and Mitchell and Cameron will attend a funeral in Missouri.",Modern Family
1026,A Stereotypical Day,Jay wants to make a good impression on a family moving in across the street; Manny tries to attract a radical thinker; the Pritchett family uses Alex's bout of mono to their advantage; Cam and Mitchell try to teach a message of acceptance.,Modern Family
1027,Blindsided,"The Dunphys and Pritchetts are competing when Luke decided his best shot at getting into college is to win the senior class president election against Manny. The election seems much more important to Jay, Gloria, and Claire, though. Now that Haley has started her own promotion business, Phil introduces her to Merv Schechter, a marketing guru. When Cam finds out his star football player is moving, he does everything in his power to keep him, which means a crowded situation at home.",Modern Family
1028,Weathering Heights,"Phil is excited when he's invited to appear in a real estate segment for the local news; Phil meets his weatherman hero, Rainer Shine; Jay tries to improve Manny's video interview for a college application.",Modern Family
1029,Halloween 4: The Revenge of Rod Skyhook,The Dunphy's try to kick start Luke's Halloween party; Cam confronts his Halloween nemesis; Jay plans to go to a party at an old enemy's home to deliver an unforgettable trick.,Modern Family
1030,Grab It,Phil considers becoming a member at Jay's favorite refuge; Claire is mistaken about her influence on Alex's choices; Cam holds back on telling Mitchell what his play is really about.,Modern Family
1031,Thanksgiving Jamboree,Cameron spares no expense for his Thanksgiving jamboree; Hayley tells Phil she'd rather spend the holiday with her new boyfriend; Jay works to keep his blood pressure down; Alex and Dwight get closer.,Modern Family
1032,The Alliance,"Hayley's day with Rainer Shine's daughter doesn't go as expected; Luke unintentionally helps Jay with his petition; Gloria, Phil and Cam have a secret meeting.",Modern Family
1033,Snow Ball,"Manny and Luke's efforts to put on the school's winter dance get complicated due to a texting error; Gloria, Claire, Mitchell and Cam volunteer at the dance while Jay tries to get out of it by pretending he wants to spend time with Phil.",Modern Family
1034,Ringmaster Keifth,"Cam wants to throw a New Year's Day feast for the family. Phil's father arrives with his new girlfriend, who happens to be Phil's childhood babysitter. Gloria and Jay must decide who will look after little Joe if something should happen to them.",Modern Family
1035,Sarge & Pea,Cam goes to the extremes to confront a parent who robbed him of a precious Lily moment during her dance recital.,Modern Family
1036,Do You Believe in Magic,Phil calls upon his alter ego to inject some sizzle back into his marriage; Jay shows favoritism in his parenting; Haley and Sal try to stand up to men in their lives.,Modern Family
1037,Do It Yourself,Phil talks Jay into investing in a property he has long wanted to develop; Claire's culinary ventures aren't as successful as she thinks; Cam and Mitchell try to teach Lily the value of hard work.,Modern Family
1038,Heavy Is the Head,Phil and Jay get an offer to sell a land investment for a 20 percent profit but turn it down. Cam is petrified to have an MRI so Mitchell tries to ease his fear. Gloria arranges a birthday surprise at Claire's work at an inconvenient time.,Modern Family
1039,Finding Fizbo,"After seeing an online video of his Fizbo costume being desecrated, Cam sets out to restore the character's good name; Phil meets his soon-to-be stepbrother; Manny enlists Gloria, Claire and Haley to do a read-through of his newest play.",Modern Family
1040,Basketball,NBA stars Charles Barkley and DeAndre Jordan attend the charity basketball game Phil is playing in; Gloria's nemesis tries to shame her for lack of support at Manny's school; Claire tries to keep a work mistake secret from Jay.,Modern Family
1041,Pig Moon Rising,"Mitchell accidentally knocks over an urn containing the ashes of Cam's beloved pet pig, Lilly; Cam tries to catch Mitchell in a lie.",Modern Family
1042,Five Minutes,Mitch and Cam fight the effects of sleeping pills while rushing to catch a flight; Haley and Rainer re-evaluate their relationship; Phil and Claire meet Alex's new boyfriend when they pay her a surprise visit.,Modern Family
1043,Frank's Wedding,"Phil gets the Dunphy clan to show up in costume for Frank's Roaring '20s-themed wedding; Jay masters the art of saying no; Cam stands up to his sister, Pam.",Modern Family
1044,All Things Being Equal,"Gloria, Claire, Haley, Alex, Lily, Luke, and Manny show support for gender equality and the women's movement in their own ways; Jay and Phil butt heads over their parking attendant; Cam feels jealous when Pam prefers Mitchell's help with the baby.",Modern Family
1045,Alone Time,"Mitch and Jay end up at the same resort when they separately seek out a retreat from the family; Phil and Claire struggle to enjoy empty-nester life; not knowing what to do with himself while Mitch is away, Cam drops in on Gloria.",Modern Family
1046,The Graduates,Jay picks up the pieces after Manny's father takes him out to celebrate graduation; the family prepares for Luke and Manny's big day.,Modern Family
1047,Lake Life,Jay takes the family on a lake house in efforts to make memories.,Modern Family
1048,The Long Goodbye,Manny leaves for college and it's hard to say goodbye to his family. Haley starts working for Luke at the club and Phil and Claire visit Alex at college. Cam and Mitchell have problems with their kitchen.,Modern Family
1049,Catch of the Day,Phil is superstitious and thinks he's in for a day of bad luck. Mitch thinks Cam is undermining on the kitchen renovation. Can Gloria admit she had an accident?,Modern Family
1050,"Sex, Lies & Kickball",Jay's best friend visits from Costa Rica but spends more time with Gloria. Alex wants to prove to Claire that her relationship with Ben is sexual.,Modern Family
1051,"It's the Great Pumpkin, Phil Dunphy",Phil and Claire try to prove to their kids that Halloween is for adults. Mitch confronts Jay on the time it takes to renovate their kitchen. Cam oversteps as a house guest.,Modern Family
1052,Ten Years Later,Claire and Mitchell try to make up for less than enthusiastic support of Jay marrying Gloria 10 years ago by organizing an anniversary party for them. Phil discovers that he failed to become a magician decades earlier due to a betrayal.,Modern Family
1053,Winner Winner Turkey Dinner,Everyone is celebrating their triumph on the thanksgiving while the truth is that all of them cheated.,Modern Family
1054,Brushes with Celebrity,Each member of the family reminisce about run-ins with celebrities.,Modern Family
1055,Tough Love,Phil and Claire go out of their comfort zone when he goes on a survival camping trip and she has to drive a big rig. Gloria is upset over Manny dating his female professor. A student in Cameron's detention class is an undercover cop.,Modern Family
1056,No Small Feet,"When Claire lands a big opportunity for Pritchett's Closets, Jay expects a little validation for his contribution and takes over her celebration when he doesn't get one. Pam's charming but grifting ex-boyfriend Bo (James Van Der Beek) shows up to win his family back and Mitchell sees this as the perfect opportunity to get Pam out of the house. Meanwhile, Luke and Alex stumble upon a successful online business (online store for feet fetishists) that finally gets them on their feet. Finally, Phil has to make a sale to pay the bills but his new age client comes to ...",Modern Family
1057,"He Said, She Shed",Jay teaches Joe how to play golf but he and Gloria both push him into becoming too competitive. Mitch and Cam host a party for Lily and her friends. Claire thinks that the Homeowners Association turned her application to build a shed on her own property.,Modern Family
1058,Dear Beloved Family,"Phil is sick and wants Claire to find his surgery bear. Jay and Gloria are having issues over explaining Joe about ""the death"" scenario whilst Cam is furious at Mitchell as he has a crush on someone.",Modern Family
1059,In Your Head,"When Luke goes missing after a night out in a sketchy neighborhood, Manny, Phil and Gloria team up to track him down. Meanwhile, Haley is desperate to land an interview with the creator of a popular lifestyle website and interrupts Alex during one of her college classes. Alex's professor, Arvin Fennerman (Chris Geere), then proceeds to try and give Haley a piece of his mind.",Modern Family
1060,Written in the Stars,"On Valentine's Day, Mitch and Cam ruin Luke's date, Jay and Gloria do some role playing and Joe has a crush on Claire.",Modern Family
1061,Spanks for the Memories,"When Jay overhears Gloria talking about spanking, he thinks she's bored in the bedroom. After Mitchell gets a great new job, he and Cam throw a party to rub it in Cam's friend's face.",Modern Family
1062,Wine Weekend,"The family go wine tasting and stay in Haley's boss's country house which has one important rule, don't touch the tiara. Meanwhile, Gloria and Mitch are invited to a party at Oprah's house but can't bring anyone else.",Modern Family
1063,Royal Visit,"Haley's brilliant astrophysicist boyfriend and Alex's simple but heroic fireman hunk meet the family. Jay and Gloria meet Joe's pal's perfect parents. On couples retreat, anechoic chamber traumatizes Mitch and Cam meets his baseball idol.",Modern Family
1064,Daddy Issues,"When Jorge, Gloria's ex-boyfriend, stops by for a visit, his resemblance to Manny makes Jay question Manny's paternity. Phil agonizes over the perfect gift for Claire for the anniversary. Cam and Mitch deal with Lily's women's troubles.",Modern Family
1065,CHiPs and Salsa,"When Haley hears that her loopy boss is looking for a product with the magical properties of peppers, she tries to gain favor by convincing Gloria to sell her salsa to NERP; Mitchell gets Cam the police ride-along he's always dreamed of.",Modern Family
1066,Mother!,"When DeDe arrives for a surprise visit, Mitchell and Cam come to an understanding regarding her influence on their lives. Phil, Luke, Alex and Haley have bad news for Claire and compete for the right timing to tell her.",Modern Family
1067,The Escape,"Haley meets Arvin's parents but when things don't go as planned, fate leads to an unexpected reunion with all of her ex-boyfriends. Meanwhile, the family seizes on a nursing home visit with Jay's mean sister, Becky, to settle old scores. But as Jay, Claire and Mitchell compete for her time, Phil, Cam and Gloria end up getting trapped in the home's basement with no way out.",Modern Family
1068,Clash of Swords,"In the Season 9 finale, Mitchell sneaks out to ""Hero-Con"" with fanboy Phil, dressed as their favorite characters from the show ""Clash of Swords."" It's great until Phil commits the ultimate fan faux pas. In a clash of another kind, Gloria's dinosaur party for Joe is ruined when her nemesis, Dr. Donna Duncan, upstages her with a far bigger and better party right next door.",Modern Family
1069,I Love a Parade,"The Pritchett-Dunphy-Tucker clan are going to be setting off more than a few fireworks when they get together at the annual Fourth of July parade where Jay will be acting as the grand marshal. Meanwhile, Haley's goodbye with Arvin before his trip to Switzerland doesn't go as well as she pictured it and is distracted by the return of an old flame.",Modern Family
1070,Kiss and Tell,"Haley needs a little help deciding whether or not to tell Arvin about her kiss with Dylan and goes to Mitch and Cam for their advice. Meanwhile, Gloria suspects Manny's Canadian girlfriend is made up and wants to find out the real truth.",Modern Family
1071,A Sketchy Area,"Phil stumbles into an exciting new career after dropping by Luke's college; while Claire deals with her dad, Jay, and the merger of Pritchett's Closets with a tech-savvy, hipper company. Meanwhile, Mitch's new high-profile case as an assistant district attorney is marred by an unflattering courtroom sketch by the resident artist.",Modern Family
1072,Torn Between Two Lovers,"Haley can't seem to choose between her past and present relationships and is forced to make a decision. Meanwhile, Manny returns to college and dorm life while his girlfriend, Sherry, continues to stay at Jay and Gloria's, and might be overstaying her welcome.",Modern Family
1073,Good Grief,"It's an epic Halloween full of costumes, tricks and treats for the Dunphy-Pritchett-Tucker clan as they deal with huge, unexpected news.",Modern Family
1074,On the Same Paige,"Phil learns that his real estate class will be cancelled if any additional students drop it. So, he turns on his powers of charm and flattery to keep one particular student, Paige, from leaving while Luke asks her out by inviting her over to dinner. Meanwhile, Jay may unknowingly be flirting with the mother of Joe's classmate and tries to set boundaries",Modern Family
1075,Did the Chicken Cross the Road?,Alex has an interview for a job and Luke helps her vanquish her fears. Phil believes that he was a Russian Spy in High School. Haley learns unexpected news while Cameron adopts a chicken. Jay and Gloria disagree over Joe's education.,Modern Family
1076,Kids These Days,Haley needs motherly advice from Claire as she considers her future with Dylan and her career; Jay and Cam's less than politically correct coaching style earns them a class on sensitivity; Mitch runs into Phil's nemesis at an unlikely place.,Modern Family
1077,Putting Down Roots,"When Dede's husband comes to town to bequeath her possessions to the family, Jay and Gloria feel sorry for him and invite him to stay with them while he is in town.",Modern Family
1078,Stuck in a Moment,"Haley works to figure out the best time to give the family a Christmas gift they will never forget; Phil borrows the family Christmas tree for a house-showing; Jay, Gloria and Joe deal with unwelcome holiday visitors.",Modern Family
1079,A Moving Day,Claire and Phil aren't convinced that Haley and Dylan can make it on their own as they move them into their new apartment before the baby arrives; Pameron gets out of prison early and has a bone to pick with Mitchell.,Modern Family
1080,Blasts from the Past,Phil and Claire postpone their planned cycling tour through Italy when Dylan's hippy mother comes to meet them; Mitch's old issue of Playgirl magazine makes Cam jealous; Gloria and Manny investigate the legend of Jay's heroic great uncle.,Modern Family
1081,Whanex?,"Cam must contend with a bully at the school; Jay has technical trouble during a video conference; the local mall holds a photo shoot for its new ad campaign, and Gloria tricks Phil and Joe into participating.",Modern Family
1082,We Need to Talk About Lily,"Phil thinks he found Pepper his dream home; in an attempt to connect with Lily, Mitch and Cam get invited to an exclusive event for her favorite vlogger.",Modern Family
1083,SuperShowerBabyBowl,"Jay hosts a Super Bowl party at the same time as Claire hosts a baby shower for Haley, both at Jay's house.",Modern Family
1084,Red Alert,"Lily reaches a womanly milestone that Cam and Mitch are not prepared for at all, so they call in reinforcements.",Modern Family
1085,The Wild,"Mitch, Cam and Phil crash Jay's annual hiking trip to find an elusive bald eagle after Gloria asks them to keep an eye on him; Gloria, Alex, Claire and Haley get together to plan her baby shower.",Modern Family
1086,Stand by Your Man,"Dylan and Luke are really impressed with Bill's tales of heroism and survival as a firefighter, which make Phil feel emasculated.",Modern Family
1087,Yes-Woman,"In an effort to be less negative, Claire inadvertently approves of Luke's new relationship with someone from his work; Phil tries to surprise Alex at school right before she receives an award she didn't tell him about.",Modern Family
1088,Can't Elope,Haley and Dylan's plan to quietly elope before the babies are born doesn't go as smoothly as they had hoped; Jay continues to try and get his new business off the ground by courting an Instagram celebrity.,Modern Family
1089,Commencement,Cam finally gets a chance to shine when he is asked to preside over the high school graduation ceremony at the last minute; Jay gives the commencement address; Claire runs into her former high school rival who brings out the worst in her.,Modern Family
1090,A Year of Birthdays,The birth of Haley and Dylan's twins approaches as a look back at how the family celebrated their birthdays over the past year is discussed.,Modern Family
1091,New Kids on the Block,"Haley is determined to follow the advice in her parenting books, but Phil and Claire think their old methods are better; Manny is set to direct Jay's dog bed commercial in hopes of winning his ex-girlfriend back.",Modern Family
1092,Snapped,Claire needs to get everyone out of the house before they make her look bad in front of a reporter from an important women's business magazine; Cam and Mitchell welcome a high-tech smart refrigerator into their home; Phil is suspicious of Gloria when a student of his is injured.,Modern Family
1093,Perfect Pairs,"Phil, Claire, Alex and Luke realize the babies might help them with a few things on their to-do lists, so they offer to give Haley the day off.",Modern Family
1094,Pool Party,"Mitch and Cam help Lily overcome her insecurities about wearing a bathing suit to a pool party; with Gloria's new internship taking up so much of her time, Jay starts feeling particularly neglected.",Modern Family
1095,The Last Halloween,Phil is determined to scare Claire on Halloween; Gloria feels self-conscious about her age when someone correctly assumes she is Jay's wife; Mitch and Cam go to a carnival after Lily decides to go to her first Halloween party alone.,Modern Family
1096,A Game of Chicken,Gloria uses her alone time with the twins as an opportunity to secretly baptize them before Haley and Dylan get home; Claire deals with the fallout from the smart closet fiasco; Cam feuds with his school's mascot.,Modern Family
1097,The Last Thanksgiving,Cameron and Mitchell's friends mistakenly assume they have split up; Haley attempts to cook Thanksgiving dinner as a thank you for Claire and Phil's support with the twins; Jay invites Phil and Dylan out to fly his model plane.,Modern Family
1098,Tree's a Crowd,"The Dunphy house is bursting at the seams when Dylan's hippie mom moves in and Claire's lonely stepdad, Jerry, wants to pay them a visit; Jay and Gloria attempt to help Manny get over his big breakup with Sherry.",Modern Family
1099,The Last Christmas,Mitchell suspects Cameron has an ulterior motive for keeping everyone happy for Christmas dinner; Claire tries to dodge Jay's job offer to work at his dog bed company; Luke deals with the consequences of kissing Manny's ex-girlfriend.,Modern Family
1100,The Prescott,Alex's company puts her up at a new luxury apartment building with a number of high-profile residents that the family is eager to take advantage of; Phil is on a mission to review the restaurant's famous sliders for his food blog.,Modern Family
1101,Legacy,Phil pays a visit to his dad after hearing some concerning news about him; Jay gives Claire and Mitch a bunch of their old childhood memorabilia that triggers them to reevaluate a long-held story about their first family vacation.,Modern Family
1102,Dead on a Rival,"Mitchell learns a valuable lesson when a former resident of the house shows up unexpectedly; the Dunphy's old neighbor-turned-tech-titan, Kenneth, comes to visit with a big surprise for Phil; Manny's dad has a big opportunity for his son.",Modern Family
1103,Paris,The Pritchett-Dunphy-Tucker clan heads to Paris so Jay can accept a lifetime achievement award for his work in the closet industry; Claire has a secret rendezvous; Cam finally gets a chance to perform as Fizbo on the streets of Paris.,Modern Family
1104,Spuds,Phil and Claire take Haley and Dylan to dinner to reassure them they are not bad parents; Mitch and Cam chaperone on Lily's first date; Jay and Gloria attend Joe's school play.,Modern Family
1105,Baby Steps,Claire lands an interview for her dream job but is thwarted on her way to the interview by Phil's tricky staircase; Cam and Mitch debate the pros and cons of adopting another baby.,Modern Family
1106,I'm Going to Miss This,"Mitchell is having a hard time letting go of his old life and Gloria steps in to help him; Haley, Luke and Alex decide to throw a party at the Dunphy house when Claire and Phil leave for a trip; Dylan's mom takes the twins for the night.",Modern Family
